"Date","Price","Open","High","Low","Vol.","Change %"
"04/21/2024","12,518.22","12,565.16","12,583.65","12,489.35","316.89M","0.13%"
"04/18/2024","12,502.35","12,481.58","12,540.09","12,450.26","311.28M","0.29%"
"04/17/2024","12,465.98","12,518.01","12,544.11","12,346.13","367.27M","-0.28%"
"04/16/2024","12,500.43","12,721.87","12,734.40","12,495.68","371.83M","-1.64%"
"04/15/2024","12,708.34","12,665.89","12,812.13","12,640.44","346.58M","0.33%"
"04/14/2024","12,666.90","12,465.72","12,727.52","12,458.98","243.17M","-0.30%"
"04/04/2024","12,705.42","12,664.01","12,725.72","12,609.92","271.12M","0.66%"
"04/03/2024","12,622.22","12,498.47","12,633.48","12,483.74","279.12M","1.17%"
"04/02/2024","12,476.59","12,406.60","12,476.59","12,379.56","274.68M","0.43%"
"04/01/2024","12,423.01","12,389.58","12,526.10","12,373.39","246.76M","0.17%"
"03/31/2024","12,401.56","12,552.21","12,564.89","12,378.12","339.62M","-1.31%"
"03/28/2024","12,565.89","12,682.96","12,717.02","12,507.30","424.24M","-0.33%"
"03/27/2024","12,607.98","12,590.22","12,635.52","12,551.51","294.08M","0.18%"
"03/26/2024","12,585.54","12,660.02","12,733.69","12,583.88","349.45M","-0.56%"
"03/25/2024","12,656.94","12,727.52","12,776.96","12,656.94","334.68M","-1.09%"
"03/24/2024","12,796.09","12,869.09","12,883.29","12,779.07","340.48M","-0.31%"
"03/21/2024","12,835.65","12,773.26","12,879.90","12,772.97","371.48M","0.76%"
"03/20/2024","12,739.33","12,815.37","12,830.28","12,736.33","353.33M","-0.51%"
"03/19/2024","12,804.00","12,774.45","12,823.30","12,735.99","456.18M","0.25%"
"03/18/2024","12,772.46","12,783.22","12,808.15","12,656.93","672.04M","0.08%"
"03/17/2024","12,762.43","12,744.29","12,799.02","12,722.37","379.82M","0.27%"
"03/14/2024","12,728.53","12,724.16","12,788.21","12,677.29","469.38M","0.04%"
"03/13/2024","12,723.15","12,631.67","12,752.24","12,628.52","425.42M","0.87%"
"03/12/2024","12,613.94","12,571.37","12,627.14","12,553.28","356.15M","0.46%"
"03/11/2024","12,555.72","12,631.12","12,631.94","12,505.61","419.22M","-0.50%"
"03/10/2024","12,618.62","12,617.47","12,653.98","12,599.56","312.33M","0.32%"
"03/07/2024","12,577.88","12,569.77","12,638.55","12,532.38","439.82M","0.13%"
"03/06/2024","12,561.90","12,474.13","12,574.25","12,434.26","343.89M","0.74%"
"03/05/2024","12,470.15","12,436.47","12,488.50","12,399.46","386.64M","0.29%"
"03/04/2024","12,434.59","12,568.35","12,606.06","12,426.73","403.11M","-0.96%"
"03/03/2024","12,555.20","12,630.40","12,645.45","12,545.64","346.82M","-0.60%"
"02/29/2024","12,630.86","12,615.06","12,654.38","12,607.87","549.48M","0.15%"
"02/28/2024","12,611.42","12,594.44","12,612.49","12,572.10","490.03M","0.08%"
"02/27/2024","12,601.55","12,526.36","12,622.89","12,503.69","462.24M","0.56%"
"02/26/2024","12,531.76","12,597.21","12,668.91","12,531.76","468.77M","-0.58%"
"02/25/2024","12,604.59","12,641.04","12,661.87","12,591.61","385.40M","-0.24%"
"02/21/2024","12,634.33","12,612.66","12,660.48","12,582.24","301.11M","0.22%"
"02/20/2024","12,606.50","12,611.58","12,619.94","12,533.55","364.94M","0.09%"
"02/19/2024","12,594.57","12,502.62","12,594.57","12,455.65","422.62M","0.74%"
"02/18/2024","12,502.00","12,494.91","12,534.05","12,483.65","386.40M","0.14%"
"02/15/2024","12,484.59","12,447.09","12,516.64","12,438.70","456.14M","0.37%"
"02/14/2024","12,438.77","12,351.03","12,451.84","12,312.29","335.40M","0.28%"
"02/13/2024","12,404.59","12,299.85","12,413.11","12,299.85","388.47M","0.88%"
"02/12/2024","12,295.91","12,209.17","12,295.91","12,195.25","377.99M","0.71%"
"02/11/2024","12,209.06","12,223.96","12,272.34","12,179.23","274.20M","0.05%"
"02/08/2024","12,202.78","12,174.95","12,274.62","12,149.81","345.73M","0.30%"
"02/07/2024","12,165.93","12,031.58","12,165.93","12,026.47","306.74M","0.78%"
"02/06/2024","12,071.41","12,035.49","12,071.41","11,943.34","320.85M","0.39%"
"02/05/2024","12,024.91","12,012.90","12,071.92","11,963.15","294.83M","0.52%"
"02/04/2024","11,962.72","11,913.72","11,962.72","11,898.59","237.87M","0.41%"
"02/01/2024","11,914.29","11,786.64","11,928.48","11,770.90","362.52M","1.00%"
"01/31/2024","11,796.63","11,938.34","12,033.66","11,796.63","282.47M","-1.58%"
"01/30/2024","11,985.97","12,261.99","12,279.76","11,951.44","355.88M","-2.18%"
"01/29/2024","12,252.81","12,281.91","12,313.28","12,235.11","286.62M","-0.09%"
"01/28/2024","12,264.17","12,182.20","12,283.25","12,180.00","261.17M","0.84%"
"01/25/2024","12,161.56","12,174.48","12,195.73","12,140.58","318.99M","-0.10%"
"01/24/2024","12,174.18","12,114.84","12,198.80","12,099.11","241.43M","0.57%"
"01/23/2024","12,105.33","12,137.25","12,164.95","12,066.04","307.02M","-0.04%"
"01/22/2024","12,110.32","12,054.66","12,127.98","12,037.81","337.48M","0.89%"
"01/21/2024","12,003.66","12,010.14","12,061.09","11,984.84","278.19M","0.37%"
"01/18/2024","11,959.07","12,063.36","12,095.66","11,869.24","399.12M","-0.86%"
"01/17/2024","12,063.00","12,093.86","12,125.77","12,048.49","365.74M","-0.12%"
"01/16/2024","12,077.58","12,126.40","12,139.01","12,054.63","365.43M","-0.37%"
"01/15/2024","12,122.11","12,066.06","12,158.20","12,057.74","311.91M","0.51%"
"01/14/2024","12,060.03","12,073.54","12,087.73","12,017.94","336.01M","-0.46%"
"01/11/2024","12,116.09","12,166.73","12,213.62","12,116.09","414.83M","-0.17%"
"01/10/2024","12,136.90","12,214.36","12,239.59","12,136.90","427.84M","-0.50%"
"01/09/2024","12,197.61","12,258.72","12,299.93","12,197.61","433.90M","-0.44%"
"01/08/2024","12,252.06","12,291.06","12,344.38","12,231.73","402.90M","-0.27%"
"01/07/2024","12,285.07","12,201.20","12,323.79","12,189.13","378.52M","1.15%"
"01/04/2024","12,145.45","11,863.01","12,145.45","11,821.26","464.99M","1.82%"
"01/03/2024","11,928.89","12,091.54","12,137.68","11,928.89","604.14M","-1.60%"
"01/02/2024","12,123.08","12,049.66","12,123.08","12,011.36","366.62M","0.71%"
"01/01/2024","12,037.04","12,003.36","12,051.95","12,001.99","248.89M","0.58%"
"12/31/2023","11,967.39","11,941.79","11,982.06","11,934.45","205.20M","0.30%"
"12/28/2023","11,931.92","11,896.55","11,931.92","11,865.70","244.14M","0.36%"
"12/27/2023","11,889.35","11,904.18","11,944.10","11,830.14","280.67M","0.14%"
"12/26/2023","11,872.63","11,827.70","11,914.06","11,824.57","241.60M","0.50%"
"12/25/2023","11,813.09","11,696.21","11,816.41","11,695.19","199.22M","1.05%"
"12/24/2023","11,690.65","11,636.70","11,696.26","11,632.47","173.25M","0.59%"
"12/21/2023","11,621.93","11,660.13","11,667.81","11,593.98","200.99M","-0.69%"
"12/20/2023","11,702.90","11,725.36","11,725.47","11,673.91","228.97M","-0.09%"
"12/19/2023","11,713.46","11,654.00","11,713.46","11,642.36","234.55M","0.32%"
"12/18/2023","11,676.34","11,596.41","11,683.84","11,543.75","260.54M","0.65%"
"12/17/2023","11,600.72","11,579.37","11,637.08","11,572.21","194.52M","0.50%"
"12/14/2023","11,542.93","11,439.31","11,554.08","11,435.22","308.51M","1.24%"
"12/13/2023","11,401.47","11,398.69","11,414.47","11,349.37","203.19M","0.06%"
"12/12/2023","11,395.00","11,386.50","11,423.16","11,346.59","252.13M","0.12%"
"12/11/2023","11,380.95","11,302.48","11,396.87","11,274.42","258.64M","0.75%"
"12/10/2023","11,296.72","11,223.44","11,307.38","11,216.99","227.44M","0.64%"
"12/07/2023","11,225.35","11,162.29","11,229.15","11,145.33","242.80M","0.46%"
"12/06/2023","11,174.02","11,146.87","11,198.87","11,138.07","243.74M","0.27%"
"12/05/2023","11,143.83","11,199.22","11,213.12","11,118.94","235.92M","-0.42%"
"12/04/2023","11,191.39","11,225.43","11,242.60","11,191.39","234.76M","-0.25%"
"12/03/2023","11,219.02","11,178.19","11,226.84","11,162.38","218.12M","0.37%"
"11/30/2023","11,177.48","11,092.68","11,177.48","11,061.78","295.68M","0.67%"
"11/29/2023","11,103.05","11,140.39","11,145.98","11,072.40","301.13M","0.02%"
"11/28/2023","11,100.92","11,087.22","11,112.94","11,063.63","207.22M","0.18%"
"11/27/2023","11,080.74","11,079.90","11,105.52","11,049.73","226.32M","-0.09%"
"11/26/2023","11,090.42","11,078.04","11,103.39","11,069.21","225.14M","0.11%"
"11/23/2023","11,078.08","11,093.24","11,116.45","11,050.19","167.88M","-0.20%"
"11/22/2023","11,099.98","11,125.70","11,131.65","11,067.75","200.52M","-0.26%"
"11/21/2023","11,129.10","11,119.19","11,149.34","11,090.07","266.12M","0.09%"
"11/20/2023","11,118.94","11,111.68","11,126.08","11,084.69","275.28M","-0.16%"
"11/19/2023","11,137.03","11,095.02","11,145.53","11,091.82","264.72M","0.50%"
"11/16/2023","11,081.97","11,014.91","11,081.97","11,001.78","247.17M","0.54%"
"11/15/2023","11,022.89","10,904.16","11,022.89","10,902.32","242.76M","1.53%"
"11/14/2023","10,857.10","10,791.50","10,902.87","10,786.84","263.19M","0.62%"
"11/13/2023","10,789.75","10,845.42","10,846.96","10,758.46","221.95M","-0.41%"
"11/12/2023","10,833.64","10,836.21","10,883.01","10,820.14","202.65M","-0.07%"
"11/09/2023","10,840.76","10,913.20","10,922.96","10,814.28","173.90M","-0.81%"
"11/08/2023","10,928.76","10,939.44","10,979.61","10,878.29","217.62M","-0.16%"
"11/07/2023","10,945.97","10,957.02","10,988.05","10,898.98","185.29M","-0.03%"
"11/06/2023","10,948.86","10,921.69","10,974.48","10,874.14","255.48M","0.09%"
"11/05/2023","10,938.95","10,916.26","10,950.12","10,877.09","181.59M","0.79%"
"11/02/2023","10,853.36","10,828.58","10,990.41","10,819.59","219.25M","0.36%"
"11/01/2023","10,814.89","10,700.25","10,866.87","10,601.45","274.55M","1.17%"
"10/31/2023","10,690.09","10,561.73","10,700.08","10,534.47","215.15M","1.46%"
"10/30/2023","10,535.87","10,501.03","10,626.53","10,500.25","171.95M","0.51%"
"10/29/2023","10,482.85","10,418.79","10,492.24","10,354.04","118.17M","0.71%"
"10/26/2023","10,408.94","10,471.06","10,499.72","10,395.83","156.16M","-0.91%"
"10/25/2023","10,504.76","10,422.38","10,504.76","10,368.56","187.24M","1.20%"
"10/24/2023","10,379.71","10,300.57","10,396.15","10,262.38","195.39M","0.84%"
"10/23/2023","10,293.19","10,482.94","10,552.44","10,293.19","212.84M","-1.93%"
"10/22/2023","10,496.16","10,637.32","10,643.99","10,494.46","150.80M","-1.49%"
"10/19/2023","10,654.56","10,708.81","10,737.17","10,621.85","144.51M","-0.56%"
"10/18/2023","10,714.06","10,729.80","10,784.32","10,687.15","197.82M","-0.16%"
"10/17/2023","10,731.40","10,626.48","10,774.04","10,614.05","207.96M","1.03%"
"10/16/2023","10,622.12","10,532.93","10,622.12","10,501.64","179.18M","0.75%"
"10/15/2023","10,542.86","10,585.75","10,588.53","10,510.57","153.21M","-0.41%"
"10/12/2023","10,586.22","10,566.42","10,600.89","10,466.77","284.44M","0.13%"
"10/11/2023","10,572.70","10,651.90","10,699.30","10,523.83","289.66M","-0.63%"
"10/10/2023","10,640.06","10,617.23","10,679.63","10,584.76","218.60M","0.61%"
"10/09/2023","10,575.34","10,578.62","10,651.19","10,532.51","193.33M","-0.20%"
"10/08/2023","10,596.02","10,759.23","10,770.48","10,576.22","201.08M","-1.57%"
"10/05/2023","10,764.85","10,848.32","10,851.36","10,760.05","151.16M","-0.70%"
"10/04/2023","10,840.27","10,932.98","10,935.77","10,826.64","323.10M","-1.02%"
"10/03/2023","10,952.34","10,998.77","11,007.12","10,943.54","166.33M","-0.49%"
"10/02/2023","11,005.94","11,028.99","11,101.45","11,005.94","170.81M","-0.31%"
"10/01/2023","11,040.17","11,078.23","11,079.89","11,026.12","143.24M","-0.14%"
"09/28/2023","11,055.96","11,103.35","11,146.29","11,049.96","181.09M","-0.19%"
"09/27/2023","11,076.94","10,922.09","11,076.94","10,905.01","204.64M","1.45%"
"09/26/2023","10,918.24","10,875.17","10,963.27","10,819.68","203.84M","0.37%"
"09/25/2023","10,877.94","10,931.24","11,004.31","10,877.94","190.12M","-0.65%"
"09/21/2023","10,949.42","11,090.14","11,090.59","10,946.03","166.03M","-1.01%"
"09/20/2023","11,061.50","11,081.77","11,082.01","11,026.16","182.55M","-0.08%"
"09/19/2023","11,070.77","11,029.28","11,082.83","10,992.25","186.12M","0.31%"
"09/18/2023","11,036.04","11,105.71","11,148.51","11,002.96","204.63M","-0.61%"
"09/17/2023","11,104.15","11,159.63","11,165.22","11,099.52","147.98M","-0.45%"
"09/14/2023","11,154.54","11,132.11","11,154.54","11,095.14","233.77M","0.29%"
"09/13/2023","11,122.23","11,131.30","11,158.20","11,086.66","235.28M","-0.31%"
"09/12/2023","11,156.26","11,240.60","11,246.57","11,121.83","233.92M","-0.70%"
"09/11/2023","11,235.14","11,161.47","11,235.14","11,132.75","231.71M","0.73%"
"09/10/2023","11,154.05","11,210.63","11,218.68","11,124.56","169.78M","-0.55%"
"09/07/2023","11,215.56","11,300.99","11,308.46","11,199.70","209.02M","-0.73%"
"09/06/2023","11,298.16","11,403.56","11,415.97","11,281.01","212.24M","-0.99%"
"09/05/2023","11,410.98","11,444.60","11,451.87","11,376.68","190.53M","-0.17%"
"09/04/2023","11,430.87","11,466.69","11,492.79","11,412.86","188.74M","-0.22%"
"09/03/2023","11,455.78","11,488.48","11,511.16","11,432.30","154.05M","-0.31%"
"08/31/2023","11,491.20","11,572.83","11,593.02","11,491.20","306.56M","-0.72%"
"08/30/2023","11,574.75","11,463.36","11,579.26","11,458.53","182.32M","1.16%"
"08/29/2023","11,442.56","11,477.15","11,488.45","11,415.75","169.12M","-0.19%"
"08/28/2023","11,464.26","11,479.57","11,506.45","11,462.57","176.71M","-0.05%"
"08/27/2023","11,470.11","11,424.48","11,487.37","11,424.48","163.65M","0.57%"
"08/24/2023","11,405.30","11,395.98","11,446.52","11,392.41","227.28M","0.34%"
"08/23/2023","11,367.07","11,382.23","11,450.17","11,367.07","201.16M","-0.09%"
"08/22/2023","11,377.55","11,394.61","11,432.89","11,364.84","181.34M","-0.27%"
"08/21/2023","11,408.45","11,529.64","11,536.68","11,408.45","213.73M","-0.81%"
"08/20/2023","11,501.42","11,454.35","11,514.75","11,449.95","151.14M","0.44%"
"08/17/2023","11,451.31","11,375.92","11,467.59","11,352.73","232.39M","0.51%"
"08/16/2023","11,392.76","11,391.10","11,488.14","11,348.87","194.43M","-0.18%"
"08/15/2023","11,412.88","11,491.45","11,494.68","11,398.59","198.07M","-0.70%"
"08/14/2023","11,493.82","11,532.96","11,549.50","11,474.66","232.35M","-0.45%"
"08/13/2023","11,546.15","11,440.07","11,554.34","11,439.11","231.68M","1.07%"
"08/10/2023","11,424.12","11,283.49","11,450.77","11,283.49","215.99M","1.22%"
"08/09/2023","11,286.21","11,263.98","11,310.35","11,194.20","246.17M","0.37%"
"08/08/2023","11,244.27","11,302.31","11,379.04","11,244.27","219.91M","-0.25%"
"08/07/2023","11,271.94","11,350.83","11,425.45","11,235.15","271.44M","-0.70%"
"08/06/2023","11,351.48","11,408.39","11,437.72","11,344.44","168.55M","-0.21%"
"08/03/2023","11,375.78","11,441.86","11,496.28","11,375.78","257.94M","-0.89%"
"08/02/2023","11,478.28","11,610.17","11,613.71","11,472.53","204.56M","-1.36%"
"08/01/2023","11,636.07","11,674.88","11,707.21","11,602.01","212.81M","-0.48%"
"07/31/2023","11,692.23","11,786.50","11,786.50","11,640.15","215.81M","-0.82%"
"07/30/2023","11,789.28","11,854.55","11,869.09","11,763.21","173.09M","-0.49%"
"07/27/2023","11,847.72","11,894.32","11,933.68","11,847.72","234.06M","-0.49%"
"07/26/2023","11,906.13","11,892.58","11,917.29","11,848.73","251.32M","0.20%"
"07/25/2023","11,882.68","11,842.11","11,896.87","11,834.82","243.22M","0.68%"
"07/24/2023","11,801.90","11,761.42","11,819.51","11,740.82","273.00M","0.35%"
"07/23/2023","11,760.30","11,757.07","11,773.25","11,715.77","167.71M","0.04%"
"07/20/2023","11,755.94","11,767.83","11,775.56","11,723.65","245.37M","0.03%"
"07/19/2023","11,752.63","11,768.50","11,786.26","11,733.82","254.02M","-0.14%"
"07/18/2023","11,768.71","11,794.96","11,826.34","11,726.76","326.49M","-0.10%"
"07/17/2023","11,780.27","11,713.39","11,784.99","11,671.15","273.98M","0.55%"
"07/16/2023","11,715.50","11,733.20","11,754.37","11,694.07","275.38M","0.07%"
"07/13/2023","11,707.87","11,740.65","11,750.37","11,695.62","410.12M","-0.16%"
"07/12/2023","11,727.19","11,685.53","11,758.79","11,678.72","443.51M","0.54%"
"07/11/2023","11,664.50","11,604.16","11,673.27","11,603.25","354.98M","0.67%"
"07/10/2023","11,586.93","11,594.38","11,624.22","11,565.82","474.24M","-0.19%"
"07/09/2023","11,609.35","11,590.76","11,618.03","11,557.67","317.88M","0.10%"
"07/06/2023","11,597.91","11,596.00","11,598.61","11,553.97","281.86M","0.05%"
"07/05/2023","11,591.55","11,615.91","11,637.41","11,568.00","292.73M","-0.23%"
"07/04/2023","11,618.72","11,557.80","11,618.72","11,552.60","247.29M","0.64%"
"07/03/2023","11,545.13","11,508.35","11,545.13","11,463.83","265.70M","0.45%"
"07/02/2023","11,493.91","11,491.76","11,522.87","11,481.73","181.42M","0.30%"
"06/22/2023","11,458.98","11,462.14","11,493.91","11,445.24","235.14M","-0.06%"
"06/21/2023","11,466.17","11,428.09","11,466.17","11,411.60","193.64M","0.30%"
"06/20/2023","11,431.37","11,395.46","11,431.37","11,354.88","233.73M","0.08%"
"06/19/2023","11,421.70","11,501.61","11,510.20","11,388.33","303.05M","-0.83%"
"06/18/2023","11,516.89","11,535.36","11,572.89","11,511.30","449.97M","0.01%"
"06/15/2023","11,516.14","11,541.34","11,572.41","11,491.06","586.98M","-0.15%"
"06/14/2023","11,533.03","11,430.53","11,542.33","11,427.76","282.84M","1.04%"
"06/13/2023","11,413.82","11,421.12","11,464.85","11,412.32","241.71M","-0.08%"
"06/12/2023","11,423.13","11,400.27","11,424.78","11,345.11","196.50M","0.24%"
"06/11/2023","11,396.13","11,393.02","11,440.25","11,388.51","167.52M","-0.01%"
"06/08/2023","11,397.14","11,379.25","11,397.14","11,336.20","188.36M","0.21%"
"06/07/2023","11,372.83","11,340.23","11,378.77","11,327.60","180.78M","0.49%"
"06/06/2023","11,316.87","11,300.94","11,316.87","11,267.85","190.67M","0.21%"
"06/05/2023","11,293.59","11,235.44","11,340.35","11,229.62","182.01M","0.64%"
"06/04/2023","11,221.96","11,092.83","11,221.96","11,087.33","140.62M","1.88%"
"06/01/2023","11,014.95","11,034.48","11,085.70","11,014.95","174.95M","0.01%"
"05/31/2023","11,014.13","11,119.84","11,122.66","10,987.02","341.61M","-1.13%"
"05/30/2023","11,139.98","11,156.09","11,202.99","11,139.98","150.88M","0.04%"
"05/29/2023","11,135.67","11,139.42","11,171.28","11,121.54","157.16M","-0.02%"
"05/28/2023","11,138.05","11,196.04","11,223.34","11,133.63","158.58M","-0.42%"
"05/25/2023","11,184.57","11,226.72","11,230.67","11,181.47","168.45M","-0.46%"
"05/24/2023","11,236.27","11,271.28","11,275.05","11,184.94","176.23M","-0.35%"
"05/23/2023","11,275.77","11,333.80","11,343.13","11,275.77","215.42M","-0.47%"
"05/22/2023","11,329.19","11,334.22","11,345.02","11,296.94","212.04M","-0.11%"
"05/21/2023","11,341.82","11,351.36","11,368.28","11,315.06","167.42M","-0.02%"
"05/18/2023","11,344.40","11,295.08","11,358.14","11,295.08","216.86M","0.59%"
"05/17/2023","11,277.60","11,201.61","11,277.60","11,187.16","204.38M","0.64%"
"05/16/2023","11,206.02","11,263.20","11,315.13","11,147.86","241.45M","-0.22%"
"05/15/2023","11,230.20","11,347.47","11,354.88","11,230.20","220.77M","-1.04%"
"05/14/2023","11,348.43","11,442.06","11,450.50","11,346.44","154.36M","-0.39%"
"05/11/2023","11,392.78","11,297.87","11,396.27","11,268.13","224.26M","0.88%"
"05/10/2023","11,293.18","11,299.05","11,301.87","11,233.60","222.21M","-0.11%"
"05/09/2023","11,305.28","11,390.38","11,390.83","11,261.33","244.52M","0.43%"
"05/08/2023","11,256.39","11,256.76","11,299.79","11,220.53","209.48M","0.00%"
"05/07/2023","11,256.65","11,164.61","11,259.82","11,164.14","184.64M","1.24%"
"05/04/2023","11,118.77","11,026.46","11,118.77","10,999.59","175.74M","0.41%"
"05/03/2023","11,073.17","11,144.78","11,159.39","11,039.16","231.53M","-1.30%"
"05/02/2023","11,218.61","11,283.74","11,302.74","11,170.34","190.54M","-0.59%"
"05/01/2023","11,285.61","11,316.03","11,325.87","11,245.44","202.26M","-0.20%"
"04/30/2023","11,307.77","11,301.38","11,350.25","11,300.97","174.62M","0.32%"
"04/27/2023","11,271.19","11,278.24","11,291.61","11,238.49","208.17M","-0.32%"
"04/26/2023","11,307.22","11,264.05","11,330.66","11,216.92","245.94M","0.37%"
"04/25/2023","11,265.11","11,178.70","11,265.11","11,141.90","214.60M","0.91%"
"04/17/2023","11,163.57","11,029.07","11,163.57","11,028.00","178.16M","1.19%"
"04/16/2023","11,032.57","10,979.61","11,040.01","10,968.75","158.58M","0.62%"
"04/13/2023","10,964.67","10,942.87","10,989.77","10,909.46","164.73M","0.27%"
"04/12/2023","10,935.39","10,844.24","10,935.39","10,843.81","153.98M","0.80%"
"04/11/2023","10,849.05","10,895.20","10,905.33","10,816.16","168.09M","-0.52%"
"04/10/2023","10,905.48","10,973.43","10,977.44","10,894.90","207.74M","-0.55%"
"04/09/2023","10,965.78","10,917.50","10,987.93","10,916.98","211.57M","0.55%"
"04/06/2023","10,906.15","10,902.35","10,923.27","10,860.69","170.88M","-0.13%"
"04/05/2023","10,920.63","10,965.86","10,967.63","10,879.73","202.51M","-0.26%"
"04/04/2023","10,948.60","10,835.69","10,948.60","10,832.57","232.17M","1.31%"
"04/03/2023","10,806.89","10,701.03","10,806.89","10,698.96","229.55M","1.60%"
"04/02/2023","10,636.62","10,616.35","10,690.02","10,616.35","178.34M","0.44%"
"03/30/2023","10,590.10","10,515.75","10,590.10","10,508.92","218.78M","0.83%"
"03/29/2023","10,503.18","10,472.89","10,503.18","10,452.21","250.91M","0.34%"
"03/28/2023","10,468.08","10,486.67","10,531.23","10,416.11","232.03M","0.04%"
"03/27/2023","10,463.61","10,456.91","10,533.96","10,440.12","231.41M","0.04%"
"03/26/2023","10,459.36","10,441.30","10,476.42","10,426.40","122.20M","0.12%"
"03/23/2023","10,446.39","10,334.83","10,446.39","10,302.20","128.34M","0.93%"
"03/22/2023","10,350.51","10,352.94","10,422.76","10,334.43","154.46M","-0.09%"
"03/21/2023","10,359.74","10,242.22","10,371.36","10,242.22","157.68M","1.39%"
"03/20/2023","10,218.12","10,122.74","10,218.12","10,098.31","178.87M","0.59%"
"03/19/2023","10,157.73","10,012.86","10,163.67","10,008.38","118.01M","1.82%"
"03/16/2023","9,976.65","10,042.63","10,083.09","9,932.88","231.18M","-0.72%"
"03/15/2023","10,048.50","10,233.13","10,264.80","10,046.44","197.78M","-1.55%"
"03/14/2023","10,207.17","10,284.01","10,326.55","10,207.17","146.52M","-0.95%"
"03/13/2023","10,305.09","10,414.66","10,462.89","10,305.09","169.01M","-0.76%"
"03/12/2023","10,383.82","10,432.13","10,451.80","10,358.73","134.43M","-0.76%"
"03/09/2023","10,463.18","10,411.87","10,513.45","10,400.59","142.86M","0.51%"
"03/08/2023","10,410.21","10,420.07","10,420.67","10,327.50","148.27M","-0.60%"
"03/07/2023","10,473.32","10,453.39","10,533.84","10,446.96","175.92M","0.24%"
"03/06/2023","10,447.96","10,420.87","10,447.96","10,397.60","168.03M","0.35%"
"03/05/2023","10,411.26","10,345.82","10,411.26","10,335.24","114.10M","1.30%"
"03/02/2023","10,277.76","10,238.71","10,330.82","10,235.08","171.39M","0.84%"
"03/01/2023","10,192.26","10,123.27","10,216.23","10,094.52","168.64M","0.89%"
"02/28/2023","10,102.70","9,984.81","10,118.75","9,930.86","237.06M","1.08%"
"02/27/2023","9,994.79","10,052.85","10,065.96","9,963.58","161.14M","-0.57%"
"02/26/2023","10,051.78","10,155.83","10,172.19","10,040.30","105.78M","-1.00%"
"02/23/2023","10,153.30","10,234.86","10,234.88","10,148.96","136.90M","-1.13%"
"02/21/2023","10,269.73","10,370.43","10,370.97","10,235.06","117.77M","-0.98%"
"02/20/2023","10,370.97","10,488.20","10,492.90","10,366.55","127.44M","-1.16%"
"02/19/2023","10,493.17","10,551.30","10,551.30","10,471.90","124.90M","-0.52%"
"02/16/2023","10,548.45","10,572.30","10,589.80","10,547.23","165.95M","-0.23%"
"02/15/2023","10,573.05","10,454.13","10,573.05","10,451.41","157.98M","0.73%"
"02/14/2023","10,496.59","10,538.78","10,559.69","10,476.09","128.42M","-0.22%"
"02/13/2023","10,519.74","10,426.57","10,531.47","10,426.50","190.53M","0.96%"
"02/12/2023","10,419.44","10,406.52","10,438.16","10,364.16","143.63M","0.07%"
"02/09/2023","10,412.16","10,518.05","10,518.44","10,391.88","117.33M","-0.91%"
"02/08/2023","10,507.72","10,476.45","10,520.33","10,443.40","157.42M","0.37%"
"02/07/2023","10,469.50","10,589.01","10,596.27","10,468.10","164.70M","-0.82%"
"02/06/2023","10,555.71","10,543.08","10,566.57","10,451.33","175.42M","-0.03%"
"02/05/2023","10,558.58","10,681.17","10,682.30","10,526.78","213.30M","-1.34%"
"02/02/2023","10,701.79","10,757.05","10,768.91","10,650.08","172.36M","-0.76%"
"02/01/2023","10,783.73","10,788.79","10,800.14","10,739.82","132.31M","-0.08%"
"01/31/2023","10,792.85","10,795.96","10,795.96","10,717.30","147.58M","-0.16%"
"01/30/2023","10,810.68","10,839.91","10,842.75","10,719.79","164.07M","-0.27%"
"01/29/2023","10,839.49","10,855.91","10,858.34","10,809.91","117.35M","0.16%"
"01/26/2023","10,821.65","10,814.05","10,837.61","10,774.61","125.94M","0.12%"
"01/25/2023","10,809.15","10,795.57","10,822.72","10,735.78","144.17M","0.13%"
"01/24/2023","10,795.60","10,767.71","10,813.86","10,767.26","115.47M","0.28%"
"01/23/2023","10,765.77","10,727.44","10,765.77","10,692.95","128.01M","0.38%"
"01/22/2023","10,724.62","10,716.73","10,748.39","10,701.53","98.28M","0.40%"
"01/19/2023","10,682.01","10,609.01","10,686.76","10,579.26","101.07M","0.17%"
"01/18/2023","10,664.04","10,674.17","10,713.80","10,644.76","127.83M","-0.18%"
"01/17/2023","10,682.90","10,718.15","10,722.02","10,610.79","171.14M","-0.42%"
"01/16/2023","10,728.45","10,720.03","10,744.82","10,681.74","146.25M","0.01%"
"01/15/2023","10,726.87","10,762.94","10,808.50","10,721.11","141.86M","-0.16%"
"01/12/2023","10,744.22","10,630.62","10,744.22","10,624.32","186.39M","1.19%"
"01/11/2023","10,617.49","10,644.36","10,676.64","10,602.18","213.75M","-0.16%"
"01/10/2023","10,634.06","10,659.39","10,660.37","10,595.52","143.99M","-0.12%"
"01/09/2023","10,647.18","10,545.86","10,647.18","10,541.08","136.63M","1.05%"
"01/08/2023","10,536.91","10,544.66","10,580.12","10,517.23","109.73M","0.05%"
"01/05/2023","10,531.83","10,530.43","10,531.83","10,441.64","176.45M","0.00%"
"01/04/2023","10,531.90","10,644.61","10,697.71","10,514.09","242.42M","-1.21%"
"01/03/2023","10,660.94","10,584.96","10,667.08","10,581.35","144.95M","0.78%"
